skv,X,Y,Z,H,Ip,Il,W,r,rs,e,WL,Wp,jn,E12mk.w,jw,rd,d0.3,cluster,qname
-35,463432.6168708,89346.15746959999,12.7,33.6,5.85,0.6,20.39,1.97,2.68,0.638,22.73,16.88,24.7,,,1.64,,Q,L.epIII-H
16?,467205.10492261,90276.57248900799,30.3,6.0,5.32,-0.91,12.52,1.98,2.67,0.517,22.68,17.36,29.25,18.92,,1.76,0.018000000000000002,Q,L.epII
12,462923.21262640005,89359.08373679999,39.55,2.0,11.33,-0.84,10.03,1.72,2.7,0.727,30.89,19.56,22.05,16.00438065,,1.56,,Q,L.epII
-24,471907.2388468,90343.8583808,18.01,4.0,9.68,-0.75,10.31,1.28,2.7,1.327,27.24,17.56,16.7,12.8656466,,1.16,0.003,Q,L.epII
42,463135.288159,89367.5799,37.9,1.4,12.84,-0.58,12.96,1.73,2.7,0.763,33.28,20.44,21.55,8.102435665,,1.53,0.036000000000000004,Q,L.epIII-H
12?,463802.5060273001,89589.5240952,56.5,5.3,10.63,-0.48,14.49,1.78,2.7,0.737,30.19,19.56,22.54,,,1.55,,Q,edH
42,463135.288159,89367.5799,32.8,6.5,9.7,-0.4,15.33,1.7,2.69,0.825,28.93,19.23,23.03,,,1.47,,Q,L.epIII-H
16?,467205.10492261,90276.57248900799,32.0,4.3,5.85,-0.36,14.76,1.96,2.67,0.563,22.74,16.89,27.25,15.92,,1.71,0.005,Q,L.epII
37,463720.82631220005,89447.36460079999,51.3,3.3,13.65,-0.36,15.22,1.65,2.71,0.892,33.76,20.11,20.05,5.857229702000001,,1.43,0.042,Q,L.epI
41,463282.1714074,89356.745552,39.58,2.7,11.51,-0.31,16.28,1.68,2.7,0.8690000000000001,31.39,19.88,22.29,7.9891886439999995,,1.44,0.027000000000000003,Q,L.epIII-H
7?,469916.4518725,90252.20207199999,29.25,1.0,9.52,-0.31,16.72,1.76,2.7,0.7909999999999999,29.2,19.68,21.8,10.71845038,,1.51,0.012,Q,L.epII
7?,469916.4518725,90252.20207199999,27.25,3.0,9.17,-0.27,16.84,1.75,2.69,0.7959999999999999,28.49,19.32,22.29,8.977420755,,1.5,0.018000000000000002,Q,L.epII
-4,471903.04668220005,90325.9853872,25.55,5.0,8.48,-0.17,18.2,1.8,2.69,0.7659999999999999,28.15,19.67,21.8,15.24227497,,1.52,,Q,L.epI
42,463135.288159,89367.5799,28.8,10.5,10.67,-0.16,17.73,1.81,2.7,0.7559999999999999,30.15,19.48,22.29,,,1.54,,Q,L.epIII-H
16?,467205.10492261,90276.57248900799,33.8,2.5,5.64,-0.14,16.2,2.06,2.67,0.506,22.62,16.98,28.81,21.88,,1.77,0.004,Q,L.epII
38,463715.2130113,89407.46957359998,39.24,12.1,15.73,-0.03,21.17,1.89,2.71,0.737,37.36,21.63,22.54,18.10615082,,1.56,,Q,L.epIII-H
1,463378.0587358,89353.386168,35.73,9.0,13.2,0.11,21.88,1.93,2.71,0.711,33.69,20.49,27.7,17.86641927,,1.58,0.003,Q,L.epIII-H
35?,464735.21990421996,89860.89516148799,47.2,4.9,30.41,0.51,61.72,1.67,2.77,1.682,76.53,46.12,6.28,,,1.03,,N,edH
34?,464833.47666805,89910.51401267199,42.5,3.4,69.32,0.59,88.36,1.45,2.75,2.572,116.67,47.35,6.34,,,0.77,,N,edH
6?,471096.9361762,90391.95378479999,15.4,3.0,7.31,-1.33,9.02,1.75,2.68,0.67,26.05,18.74,23.03,14.45287542,,1.61,0.022000000000000002,Q,L.epII
6?,471096.9361762,90391.95378479999,13.4,5.0,11.36,-0.81,10.96,1.87,2.7,0.602,31.5,20.14,23.51,14.98249399,,1.69,0.019,Q,L.epII
14,462853.45320760005,89377.9551768,38.27,2.0,11.56,-0.67,12.1,1.76,2.7,0.72,31.43,19.87,22.54,15.38104248,,1.57,0.004,Q,L.epII
19,462850.9709062,89386.1274472,38.75,0.5,12.4,-0.61,12.59,1.92,2.7,0.583,32.53,20.13,23.99,21.42698273,,1.71,,Q,L.epIII-H
34,463768.7062315,89565.35259119999,60.24,1.5,13.87,-0.59,11.43,1.71,2.71,0.7659999999999999,33.43,19.56,22.78,,,1.53,,Q,edH
4,463164.0558574,89354.31501759999,37.2,4.0,9.83,-0.57,14.05,1.77,2.69,0.733,29.47,19.64,22.78,16.715324,,1.55,,Q,L.epIII-H
7?,469916.4518725,90252.20207199999,25.25,5.0,8.93,-0.56,14.55,1.87,2.69,0.648,28.47,19.54,23.27,14.87269126,,1.63,0.011000000000000001,Q,L.epII
8,463016.76014200004,89378.5641488,36.55,2.0,14.58,-0.52,13.18,1.85,2.71,0.6579999999999999,35.29,20.71,22.78,18.78651513,,1.63,,Q,L.epIII-H
19,462850.9709062,89386.1274472,37.25,2.0,13.71,-0.5,13.5,1.82,2.71,0.69,34.04,20.33,23.03,15.37409584,,1.6,0.006,Q,L.epIII-H
35,463733.3615593,89527.28983359999,60.29,1.2,12.83,-0.5,14.42,1.86,2.7,0.6609999999999999,33.69,20.86,23.03,14.94354384,,1.63,0.018000000000000002,Q,edH
4,463164.0558574,89354.31501759999,39.2,2.0,13.38,-0.49,13.53,1.81,2.71,0.7,33.51,20.13,22.78,17.68054146,,1.59,,Q,L.epIII-H
14,462853.45320760005,89377.9551768,35.27,5.0,15.36,-0.48,15.4,1.94,2.71,0.612,38.2,22.84,23.99,16.17592032,,1.68,0.004,Q,L.epII
4,463164.0558574,89354.31501759999,35.2,6.0,12.33,-0.45,14.55,1.95,2.7,0.586,32.45,20.12,23.99,24.24126731,,1.7,,Q,L.epIII-H
38,463715.2130113,89407.46957359998,48.14,3.2,13.02,-0.44,13.86,1.83,2.71,0.6859999999999999,32.58,19.56,22.78,11.22126673,,1.61,0.025,Q,L.epIII-H
8,463016.76014200004,89378.5641488,34.55,4.0,12.89,-0.37,15.06,1.93,2.7,0.61,32.73,19.84,23.75,18.297349899999997,,1.68,0.006999999999999999,Q,L.epIII-H
_ˆ-26,463681.75818790006,89382.6128088,42.15,7.3,10.72,-0.36,15.89,1.88,2.7,0.664,30.48,19.76,23.27,22.34858805,,1.62,,Q,L.epIII-H
-4,471903.04668220005,90325.9853872,27.55,3.0,7.59,-0.35,13.43,1.82,2.69,0.677,23.71,16.12,23.51,19.97433538,,1.6,,Q,L.epI
4,463164.0558574,89354.31501759999,31.2,10.0,11.79,-0.33,16.29,1.97,2.7,0.594,31.93,20.14,23.51,21.92493657,,1.69,,Q,L.epIII-H
-35,463432.6168708,89346.15746959999,37.5,8.8,12.07,-0.29,17.54,1.91,2.7,0.662,33.11,21.04,23.99,20.39142117,,1.62,,Q,L.epIII-H
12,462923.21262640005,89359.08373679999,36.55,5.0,14.88,-0.28,15.62,1.92,2.71,0.632,34.69,19.81,23.03,19.38079737,,1.66,0.002,Q,L.epII
19,462850.9709062,89386.1274472,31.25,8.0,9.24,-0.27,16.4,1.81,2.69,0.73,28.16,18.92,22.54,13.42044782,,1.55,0.006,Q,L.epIII-H
8,463016.76014200004,89378.5641488,32.55,6.0,15.31,-0.21,18.07,1.92,2.71,0.667,36.53,21.22,23.03,22.25832465,,1.63,0.005,Q,L.epIII-H
4,463164.0558574,89354.31501759999,33.2,8.0,15.37,-0.19,17.58,1.99,2.71,0.601,35.89,20.52,23.27,19.40296411,,1.69,0.005,Q,L.epIII-H
1,463378.0587358,89353.386168,42.73,2.0,12.72,-0.18,18.49,1.92,2.7,0.6659999999999999,33.48,20.76,23.03,16.71639974,,1.62,0.001,Q,L.epIII-H
40,463575.55543480004,89349.190284,46.85,2.7,13.87,-0.18,17.72,1.82,2.71,0.753,34.04,20.17,23.03,17.02801399,,1.55,,Q,L.epIII-H
-4,471903.04668220005,90325.9853872,23.55,7.0,9.16,-0.17,17.38,1.9,2.7,0.6679999999999999,28.13,18.97,23.03,19.07162137,,1.62,,Q,L.epI
-4,471903.04668220005,90325.9853872,19.55,11.0,7.94,-0.16,15.5,1.86,2.69,0.67,24.73,16.79,23.27,19.55128239,,1.61,,Q,L.epI
12,462923.21262640005,89359.08373679999,33.55,8.0,13.64,-0.15,18.07,1.98,2.71,0.616,33.76,20.12,23.51,15.07433867,,1.68,0.006,Q,L.epII
-4,471903.04668220005,90325.9853872,21.55,9.0,9.47,-0.1,17.77,1.89,2.7,0.682,28.14,18.67,23.03,19.83013924,,1.6,,Q,L.epI
-4,471903.04668220005,90325.9853872,13.35,17.2,7.46,-0.1,15.72,1.92,2.69,0.621,23.92,16.46,23.99,22.052591800000002,,1.66,0.001,Q,L.epI
8,463016.76014200004,89378.5641488,28.55,10.0,11.09,-0.08,18.82,1.96,2.7,0.637,30.83,19.74,24.94,18.25589607,,1.65,0.008,Q,L.epIII-H
-24,471907.2388468,90343.8583808,10.01,12.0,10.72,0.01,20.0,1.84,2.7,0.7609999999999999,30.61,19.89,19.03,,,1.53,,Q,L.epII
-24,471907.2388468,90343.8583808,6.01,16.0,7.91,0.02,17.39,1.98,2.69,0.595,25.15,17.24,21.55,,,1.69,,Q,L.epII
?ˆ1,472001.5475515,90253.2272864,32.1,1.0,15.86,0.04,20.58,2.03,2.71,0.61,35.73,19.87,23.99,,,1.68,,Q,
13?,468200.90262742,90266.883035136,39.5,2.8,10.45,0.05,20.43,1.94,2.7,0.6759999999999999,30.31,19.86,23.03,20.00287566,,1.61,,Q,L.epI
?ˆ6,472020.91850170004,90079.6836504,28.7,1.5,15.7,0.07,26.54,2.01,2.73,0.7190000000000001,41.07,25.37,23.03,,,1.59,,Q,L.epIII-H
-3,471896.77343410003,90326.5421616,2.7,28.0,10.95,0.16,21.42,1.91,2.7,0.716,30.66,19.71,22.78,,,1.57,,Q,L.epI
13?,468200.90262742,90266.883035136,36.0,6.3,16.18,0.23,24.39,2.04,2.71,0.652,36.92,20.74,23.03,20.02001269,,1.64,,Q,L.epI
-3,471896.77343410003,90326.5421616,-1.3,32.0,10.07,0.24,22.87,1.95,2.7,0.701,30.5,20.43,22.54,,,1.59,,Q,L.epI
-4,471903.04668220005,90325.9853872,4.55,26.0,21.09,0.27,30.79,1.67,2.73,1.138,46.27,25.18,10.76,,,1.28,,N,L.epI
35?,464735.21990421996,89860.89516148799,48.9,3.2,33.87,0.28,53.43,1.66,2.75,1.5419999999999998,77.71,43.84,9.93,,,1.08,,N,edH
34,463768.7062315,89565.35259119999,50.64,11.1,14.05,0.29,22.32,2.06,2.71,0.609,32.32,18.27,23.03,,,1.68,,Q,edH
33?,464834.82880987,89959.97588291999,34.6,3.8,40.6,0.3,58.47,1.61,2.75,1.7069999999999999,86.98,46.38,9.93,21.21,,1.02,,N,pH
12?,468494.1156685001,90268.66358895999,42.4,1.6,14.21,0.35,25.16,1.98,2.71,0.713,34.34,20.13,20.56,16.39551479,,1.58,,Q,L.epI
31?,464862.3077363801,89954.44333883999,36.4,4.6,40.17,0.43,63.57,1.62,2.75,1.777,86.54,46.37,9.93,,,0.99,,N,pH
37?,464182.1894002,89734.5638264,54.32,2.0,38.54,0.47,48.39,1.64,2.75,1.4880000000000002,68.78,30.24,9.37,,,1.11,,N,edH
36?,464548.21261600003,89841.18612399999,53.85,3.2,34.48,0.48,48.33,1.75,2.75,1.331,66.1,31.62,9.09,,,1.18,,N,pH
37?,464182.1894002,89734.5638264,52.22,4.1,23.57,0.48,39.74,1.75,2.75,1.196,51.92,28.35,10.2,,,1.25,,N,edH
_ˆ-25,463931.07949060004,89636.15930479999,53.38,5.3,30.51,0.49,46.28,1.77,2.76,1.281,61.83,31.32,6.28,,,1.21,,N,edH
-34,464322.83689750003,89790.1087648,52.8,12.8,39.84,0.51,54.34,1.59,2.8,1.7180000000000002,73.96,34.12,5.14,,,1.03,,N,edH
_ˆ-22,464550.47368510003,89837.4305736,54.61,2.5,35.53,0.56,53.13,1.75,2.78,1.433,68.94,33.41,6.84,,,1.14,,N,pH
_ˆ-22,464550.47368510003,89837.4305736,50.41,6.7,42.27,0.59,63.31,1.64,2.8,1.788,80.69,38.42,5.71,,,1.0,,N,pH
_ˆ-23,464220.57132940006,89747.973256,52.9,3.0,23.54,0.61,42.59,1.8,2.74,1.171,51.86,28.32,8.53,,,1.26,,N,edH
_ˆ-24,464198.86056640005,89728.9639608,54.93,3.3,42.09,0.62,53.51,1.6,2.8,1.686,69.41,27.32,7.83,,,1.04,,N,edH
14,462853.45320760005,89377.9551768,32.27,8.0,10.43,-0.72,12.09,2.01,2.69,0.5,30.06,19.63,23.99,25.8213065,,1.79,0.003,Q,L.epII
?ˆ8,471978.580639,89999.06914159999,32.5,0.8,11.64,-0.58,13.19,1.99,2.7,0.536,31.58,19.94,25.41,,,1.76,,Q,L.epIII-H
?ˆ9,471975.1946599,89958.87431279999,30.5,0.8,13.15,-0.4,16.06,1.98,2.7,0.583,34.47,21.32,24.23,,,1.71,,Q,L.epIII-H
19,462850.9709062,89386.1274472,34.25,5.0,9.49,-0.39,16.12,2.1,2.69,0.48700000000000004,29.35,19.86,24.23,23.38054693,,1.81,0.006,Q,L.epIII-H
8,463016.76014200004,89378.5641488,30.55,8.0,11.03,-0.39,15.5,2.03,2.7,0.536,30.87,19.84,23.51,23.33063079,,1.76,0.005,Q,L.epIII-H
1,463378.0587358,89353.386168,39.73,5.0,12.61,-0.31,16.35,2.09,2.7,0.503,32.86,20.25,24.94,21.42984309,,1.8,0.003,Q,L.epIII-H
34,463768.7062315,89565.35259119999,56.14,5.6,11.52,-0.3,14.78,1.95,2.7,0.589,29.76,18.24,25.17,,,1.7,,Q,edH
42,463135.288159,89367.5799,31.1,8.2,13.66,-0.27,17.36,2.0,2.71,0.59,34.74,21.08,23.03,,,1.7,,Q,L.epIII-H
-34,464322.83689750003,89790.1087648,63.8,1.8,13.41,-0.21,17.84,2.13,2.71,0.499,34.13,20.72,24.47,27.766976300000003,,1.81,,Q,edH
13?,468200.90262742,90266.883035136,37.8,4.5,12.64,-0.18,17.91,2.07,2.7,0.5379999999999999,32.78,20.14,24.7,20.73154249,,1.76,0.004,Q,L.epI
?ˆ2,472021.8221794,90233.27709599999,32.4,0.9,14.45,-0.09,20.1,2.1,2.71,0.55,35.78,21.33,24.23,,,1.75,,Q,
22?,465826.86519061006,90166.080167656,30.1,6.0,16.86,-0.06,19.91,2.09,2.71,0.555,37.73,20.87,25.17,24.1,,1.74,,Q,L.epI
-35,463432.6168708,89346.15746959999,21.3,25.0,13.88,-0.04,19.77,2.04,2.71,0.591,34.2,20.32,22.29,24.15020701,,1.7,,Q,L.epIII-H
-24,471907.2388468,90343.8583808,2.01,20.0,14.28,0.0,21.33,2.06,2.71,0.596,35.67,21.39,24.23,20.06145898,,1.7,0.002,Q,L.epII
-34,464322.83689750003,89790.1087648,61.8,3.8,26.59,0.07,31.56,1.86,2.75,0.945,56.25,29.66,16.7,,,1.41,,N,edH
-24,471907.2388468,90343.8583808,-12.79,34.8,10.3,0.1,19.09,2.11,2.7,0.524,28.33,18.03,21.06,,,1.77,,Q,L.epII
-24,471907.2388468,90343.8583808,-9.09,31.1,8.99,0.16,18.6,2.09,2.69,0.526,26.18,17.19,18.52,,,1.76,,Q,L.epII
34?,464833.47666805,89910.51401267199,43.9,2.0,33.43,0.26,56.92,1.44,2.75,1.9969999999999999,81.75,48.32,9.09,,,0.92,,N,edH
-33,464375.71141720004,89775.7008888,45.9,20.1,32.2,0.32,42.86,1.71,2.76,1.306,64.78,32.58,14.57,,,1.2,,N,edH
-33,464375.71141720004,89775.7008888,64.2,1.8,18.13,0.34,28.1,1.89,2.72,0.8440000000000001,40.02,21.89,17.48,14.66966668,,1.48,,Q,edH
11?,463872.81665200007,89622.0739832,54.65,7.0,23.33,0.38,33.08,1.92,2.76,0.9129999999999999,47.65,24.32,15.38,,,1.44,,N,edH
-33,464375.71141720004,89775.7008888,62.0,4.0,27.27,0.38,36.2,1.83,2.75,1.047,53.11,25.84,12.68,,,1.34,,N,edH
-34,464322.83689750003,89790.1087648,36.4,29.2,35.81,0.44,50.04,1.61,2.78,1.591,69.96,34.15,13.22,,,1.07,,N,edH
_ˆ-23,464220.57132940006,89747.973256,54.6,1.3,26.44,0.46,36.07,1.92,2.79,0.977,50.31,23.87,14.04,,,1.41,,N,edH
-33,464375.71141720004,89775.7008888,56.0,10.0,37.51,0.64,56.71,1.93,2.75,1.2570000000000001,70.05,32.54,14.04,,,1.23,,N,edH
6?,471096.9361762,90391.95378479999,11.4,7.0,9.68,-0.9,9.95,2.07,2.7,0.434,28.36,18.68,26.1,17.30298891,,1.88,0.018000000000000002,Q,L.epII
?ˆ11,471972.50987470004,89862.5817864,23.7,1.0,11.03,-0.51,13.86,2.12,2.7,0.45,30.47,19.44,25.41,,,1.86,,Q,L.epIII-H
12?,463802.5060273001,89589.5240952,59.6,2.2,18.17,-0.37,14.0,1.75,2.71,0.765,38.91,20.74,18.0,14.10951669,,1.54,0.009000000000000001,Q,edH
20?,465968.60535049,90171.050356208,34.05,2.2,28.52,-0.02,25.81,1.95,2.75,0.774,54.9,26.38,18.0,19.63805536,,1.55,,Q,L.epI
-35,463432.6168708,89346.15746959999,14.7,31.6,19.98,0.06,24.13,1.91,2.7,0.755,42.86,22.88,19.03,,,1.54,,Q,L.epIII-H
33?,464834.82880987,89959.97588291999,36.4,2.0,18.94,0.11,26.55,1.97,2.73,0.754,43.5,24.56,19.29,19.85478305,,1.56,,Q,pH
26?,465229.99431910005,90120.44596079999,32.7,3.5,25.86,0.13,26.98,1.97,2.75,0.773,49.53,23.67,18.0,20.35810797,,1.55,,Q,pH
36,463719.4876693,89487.51392399998,47.25,11.7,17.12,0.14,24.68,1.88,2.72,0.804,39.44,22.32,18.26,,,1.51,,Q,edH
11?,463872.81665200007,89622.0739832,59.15,2.5,22.65,0.16,27.39,1.93,2.73,0.802,46.49,23.84,18.65,,,1.52,,Q,edH
35,463733.3615593,89527.28983359999,53.49,8.0,21.24,0.16,27.25,1.89,2.73,0.838,45.0,23.76,18.39,,,1.49,,Q,edH
12?,463802.5060273001,89589.5240952,51.3,10.5,19.48,0.21,27.02,1.95,2.72,0.772,42.32,22.84,18.91,,,1.54,,Q,edH
38?,463917.0518629,89640.8651192,55.41,3.3,22.63,0.24,29.51,1.95,2.75,0.826,46.75,24.12,19.03,,,1.51,,Q,edH
12?,463802.5060273001,89589.5240952,48.0,13.8,20.08,0.37,28.85,1.97,2.74,0.792,41.46,21.38,16.7,,,1.53,,Q,edH
36,463719.4876693,89487.51392399998,57.65,1.3,18.03,-0.25,17.67,1.88,2.72,0.7020000000000001,40.16,22.13,19.42,17.3171992,,1.6,0.002,Q,edH
21?,465964.8380269,90176.11056554399,32.1,3.2,27.04,-0.15,22.56,2.01,2.75,0.677,53.6,26.56,18.0,20.88036023,,1.64,,Q,L.epI
26?,465229.99431910005,90120.44596079999,34.6,1.6,24.69,-0.08,22.76,1.96,2.75,0.722,49.36,24.67,18.0,20.81678605,,1.6,,Q,pH
-3,471896.77343410003,90326.5421616,10.7,20.0,18.39,-0.08,21.03,2.0,2.72,0.6459999999999999,40.91,22.52,18.78,,,1.65,,Q,L.epI
27?,465145.55519977,90110.90865624,35.1,1.3,17.67,-0.06,21.31,1.97,2.73,0.6809999999999999,39.99,22.32,19.29,21.61643161,,1.62,,Q,L.epI
22?,465826.86519061006,90166.080167656,35.2,0.9,20.48,-0.03,22.59,2.01,2.75,0.677,43.63,23.15,20.56,21.4,,1.64,,Q,L.epI
27?,465145.55519977,90110.90865624,33.4,3.0,26.07,-0.02,25.75,2.0,2.75,0.7290000000000001,52.41,26.34,19.67,19.45101325,,1.59,,Q,L.epI
_ˆ-26,463681.75818790006,89382.6128088,38.15,11.3,18.98,0.04,23.96,1.95,2.72,0.7290000000000001,42.12,23.14,20.18,20.053211800000003,,1.57,,Q,L.epIII-H
10?,463961.17083310004,89653.37782079999,59.1,3.3,17.99,0.1,24.0,1.99,2.72,0.695,40.22,22.23,20.18,20.89875833,,1.6,,Q,edH
27?,465145.55519977,90110.90865624,31.7,4.7,22.51,0.16,26.79,2.02,2.77,0.7390000000000001,45.75,23.24,19.42,21.42453793,,1.59,,Q,L.epI
-4,471903.04668220005,90325.9853872,11.55,19.0,20.53,-0.26,19.37,1.99,2.73,0.638,45.25,24.72,19.03,22.10689223,,1.67,,Q,L.epI
22?,465826.86519061006,90166.080167656,32.8,3.3,20.68,-0.08,21.95,2.09,2.75,0.605,44.24,23.56,20.56,23.1,,1.71,,Q,L.epI
12?,468494.1156685001,90268.66358895999,40.0,4.0,17.53,-0.06,21.29,2.04,2.71,0.611,39.85,22.32,20.05,21.69001902,,1.68,,Q,L.epI
-34,464322.83689750003,89790.1087648,24.6,41.0,22.91,0.2,33.17,1.74,2.73,1.089,51.56,28.65,15.51,,,1.31,,N,edH
36,463719.4876693,89487.51392399998,55.95,3.0,18.15,-0.24,17.29,2.08,2.72,0.534,39.82,21.67,21.06,23.78630308,,1.77,0.001,Q,edH
-35,463432.6168708,89346.15746959999,25.5,20.8,17.61,-0.04,20.88,2.06,2.71,0.59,39.17,21.56,18.78,23.9252824,,1.7,,Q,L.epIII-H
??3,471861.98746720003,90315.829608,33.15,2.6,2.69,-4.29,5.33,1.76,2.67,0.598,19.55,16.86,,,,1.67,,Q,L.epI
3,472435.24160320003,89864.59607839999,18.85,1.3,1.46,-4.01,10.89,1.68,,,18.2,16.74,,,,1.52,,,L.epIII-H
?ˆ-12,471938.533843,90312.5358056,34.55,2.0,2.9,-3.7,4.48,1.66,2.67,0.68,18.1,15.2,,,,1.59,,Q,L.epI
_ˆ-1,467404.0741288001,90289.5461088,28.16,6.0,2.2,-3.08,10.07,2.15,2.66,0.36200000000000004,19.04,16.84,,,,1.95,,Q,pH
-2,471901.01059510006,90329.68874,24.55,3.9,3.94,-3.03,5.77,1.57,2.67,0.799,21.63,17.69,,,,1.48,,Q,L.epI
3,472435.24160320003,89864.59607839999,20.15,0.0,2.07,-2.92,10.77,,,,18.88,16.81,,,,,,,L.epIII-H
_ˆ-12,464989.75853950006,90065.90616079999,33.53,1.8,5.03,-2.39,21.23,2.1,2.74,0.5820000000000001,38.26,33.23,,,,1.73,,Q,pH
5,472494.1981363,89863.9937984,21.0,0.0,2.11,-2.29,12.0,,,,18.95,16.84,,,,,,,L.epIII-H
5,472494.1981363,89863.9937984,20.5,0.5,2.0,-2.23,11.64,1.79,,,18.11,16.11,,,,1.6,,,L.epIII-H
-2,471901.01059510006,90329.68874,26.45,2.0,5.37,-2.1,7.07,1.52,2.67,0.8809999999999999,23.73,18.36,,,,1.42,,Q,L.epI
16,472885.3555912,89870.4475632,13.9,7.0,4.0,-2.02,8.93,1.81,2.69,0.619,21.0,17.0,,,,1.66,,Q,L.epIII-H
??7,471879.663553,90333.77755199999,24.15,3.1,5.71,-1.84,7.59,1.6,2.67,0.795,23.8,18.09,,,,1.49,,Q,L.epI
16,472885.3555912,89870.4475632,12.9,8.0,4.04,-1.83,11.0,1.83,2.69,0.632,22.45,18.41,,,,1.65,,Q,L.epIII-H
19,473110.2251002,89863.7100576,14.4,3.0,3.7,-1.7,10.0,1.8,2.69,0.644,20.0,16.3,,,,1.64,,Q,L.epIII-H
-1,471894.90233380004,90330.2481912,8.35,20.5,4.44,-1.69,9.37,1.8,2.67,0.622,21.31,16.87,,,,1.65,,Q,L.epI
16,472885.3555912,89870.4475632,14.9,6.0,3.72,-1.64,11.33,1.84,2.69,0.628,21.16,17.44,,,,1.65,,Q,L.epIII-H
_ˆ-9,468394.10367010004,90267.34740639999,37.85,7.1,5.09,-1.64,9.94,2.12,2.67,0.385,23.36,18.27,,,,1.93,,Q,L.epI
??2,471865.28720320005,90336.48112,22.6,3.8,6.65,-1.58,8.39,1.7,2.67,0.7020000000000001,25.58,18.93,,,,1.57,,Q,L.epI
-8,471909.3199303,90317.7783184,29.2,4.8,5.88,-1.54,7.25,,2.67,,22.16,16.28,,,,,,,L.epI
-2,471901.01059510006,90329.68874,7.15,21.3,4.83,-1.41,11.2,1.99,2.67,0.49200000000000005,22.86,18.03,,,,1.79,,Q,L.epI
?ˆ14,472288.005883,90301.2798616,29.12,1.0,7.42,-1.37,8.28,1.78,2.69,0.636,25.83,18.41,,,,1.64,,Q,
_ˆ-9,468394.10367010004,90267.34740639999,39.75,5.2,5.93,-1.34,10.87,2.09,2.68,0.42200000000000004,24.74,18.81,,,,1.89,,Q,L.epI
??16,471984.72264760005,90316.88828239999,28.6,4.0,7.14,-1.33,9.16,1.92,2.69,0.529,25.81,18.67,,,,1.76,,Q,L.epI
_ˆ-2,467416.133164,90287.9145992,11.88,20.0,7.19,-1.32,8.62,1.92,2.68,0.516,25.33,18.14,,,,1.77,,Q,pH
-1,471894.90233380004,90330.2481912,25.85,3.0,7.34,-1.31,8.63,1.53,2.69,0.91,25.55,18.21,,,,1.41,,Q,L.epI
??2,471865.28720320005,90336.48112,20.8,5.6,6.9,-1.3,9.43,1.53,2.67,0.91,25.27,18.37,,,,1.4,,Q,L.epI
-1,471894.90233380004,90330.2481912,15.65,13.2,7.24,-1.29,8.59,1.54,2.69,0.897,25.2,17.96,,,,1.42,,Q,L.epI
-2,471901.01059510006,90329.68874,8.85,19.6,6.89,-1.28,9.28,1.8,2.67,0.621,25.01,18.12,,,,1.65,,Q,L.epI
??7,471879.663553,90333.77755199999,22.45,4.8,6.97,-1.27,9.02,1.58,2.67,0.8420000000000001,24.85,17.88,,,,1.45,,Q,L.epI
-1,471894.90233380004,90330.2481912,16.85,12.0,6.3,-1.21,10.34,1.74,2.67,0.693,24.26,17.96,,,,1.58,,Q,L.epI
25,472959.8321326001,89880.6970304,12.35,8.5,4.44,-1.2,9.88,1.83,2.69,0.615,19.66,15.22,,,,1.67,,Q,L.epIII-H
-2,471901.01059510006,90329.68874,16.85,11.6,8.05,-1.18,10.7,1.75,2.69,0.7020000000000001,28.23,20.18,,,,1.58,,Q,L.epI
-53,472490.1259621,89876.21874399998,18.05,3.0,6.94,-1.18,10.54,1.78,2.68,0.664,25.68,18.74,,,,1.61,,Q,L.epIII-H
-1,471894.90233380004,90330.2481912,19.05,9.8,7.06,-1.17,10.28,1.81,2.69,0.639,25.62,18.56,,,,1.64,,Q,L.epI
??2,471865.28720320005,90336.48112,24.4,2.0,8.47,-1.15,7.59,1.54,2.69,0.879,25.83,17.36,,,,1.43,,Q,L.epI
-4,471903.04668220005,90325.9853872,17.55,13.0,5.58,-1.15,12.43,,2.67,,24.44,18.86,,,,,,,L.epI
-24,471907.2388468,90343.8583808,16.01,6.0,8.02,-1.13,10.36,1.57,2.69,0.8909999999999999,27.46,19.44,,5.645998654,,1.42,0.047,Q,L.epII
??30,472239.02355190006,89861.8764496,18.8,2.3,8.82,-1.12,9.22,1.6,2.69,0.836,27.94,19.12,,,,1.46,,Q,L.epIII-H
??32,466316.30490730004,90190.1752624,36.3,3.3,8.73,-1.11,9.64,2.41,2.69,0.22399999999999998,28.09,19.36,,,,2.2,,Q,L.epI
-7,471903.11792650004,90318.08615039999,32.3,2.0,8.16,-1.11,7.79,1.61,2.69,0.8009999999999999,25.03,16.87,,,,1.49,,Q,L.epI
-24,471907.2388468,90343.8583808,20.01,2.0,8.98,-1.08,8.72,1.57,2.69,0.863,27.36,18.38,,6.473866486,,1.44,0.04,Q,L.epII
5,472494.1981363,89863.9937984,19.7,1.3,8.12,-1.06,10.52,,,,27.25,19.13,,,,,,,L.epIII-H
-2,471901.01059510006,90329.68874,14.35,14.1,7.69,-1.06,11.23,1.8,2.69,0.662,27.07,19.38,,,,1.62,,Q,L.epI
-8,471909.3199303,90317.7783184,32.0,2.0,9.33,-1.04,9.0,1.64,2.7,0.795,28.02,18.69,,,,1.5,,Q,L.epI
-8,471909.3199303,90317.7783184,26.0,8.0,14.91,-1.04,6.55,,2.71,,37.02,22.11,,,,,,,L.epI
